(500, 20, 7.11437)
(100, 20, 0.809003)
(50, 20, 0.759771)
(250, 20, 20.188)
(250, 20, 19.2859)
(500, 20, 7.47736)
(200, 20, 13.6294)
(6, 20, 0.0044394)
(250, 20, 4.44579)
(6, 2, 0.0025125)
(6, 2, 0.0026476)
(6, 2, 0.0024335)
(6, 2, 0.002418)
(6, 2, 0.002519)
(6, 2, 0.0025696)
(6, 2, 0.0024322)
(6, 2, 0.0023021)
(6, 2, 0.0041844)
(6, 2, 0.0026079)
(6, 2, 0.0027088)
