(500, 20, 24.8551)
(100, 20, 5.61923)
(50, 20, 0.876725)
(250, 20, 6.07279)
(250, 20, 6.157)
(500, 20, 25.3316)
(200, 20, 21.9992)
(6, 20, 0.0030118)
(250, 20, 5.37991)
(6, 2, 0.0001339)
(6, 2, 0.0003296)
(6, 2, 8.68628)
(6, 2, 0.0003636)
(6, 2, 0.0002909)
(6, 2, 0.0005319)
(6, 2, 0.0002889)
(6, 2, 0.0004912)
(6, 2, 0.0004326)
(6, 2, 0.0004527)
(6, 2, 0.0003112)
